"","INDEX","TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"1438",1438,1,NA,1,17,5,14,135,1,98,2,1,2,3,27,2,23,3,4,1,377,2,1,6,2,2
"1439",1439,1,NA,1,39,1,17,505,1,788,2,2,1,7,61,2,681,1,1,2,373,4,1,1,9,2
"1440",1440,0,NA,1,38,1,1,1,1,1,2,2,1,9,39,2,89,6,3,1,1,1,1,1,11,1
"1441",1441,0,NA,1,36,1,13,741,1,647,2,2,2,2,31,1,145,1,3,2,1,1,1,1,2,1
"1442",1442,1,NA,1,22,3,13,513,2,1,1,2,2,3,34,1,260,6,3,1,133,4,1,1,8,2
"1443",1443,1,NA,1,30,1,13,929,1,1,1,2,4,1,16,1,114,1,3,2,1,1,1,4,8,2
"1444",1444,0,NA,1,31,1,9,1654,1,1280,2,1,3,6,24,2,942,6,3,1,1,1,1,3,11,2
"1445",1445,0,NA,1,37,1,14,875,1,877,2,2,3,8,25,1,1393,1,2,2,1,1,1,2,13,2
"1446",1446,1,NA,2,25,4,17,582,2,322,1,1,2,3,33,2,92,6,5,1,1,1,1,1,2,2
"1447",1447,1,NA,1,23,1,13,919,1,524,2,2,2,2,37,1,1174,1,2,2,560,2,1,5,2,2
"1448",1448,1,NA,1,13,2,12,381,1,137,2,2,2,3,28,2,122,5,3,1,173,2,1,2,5,2
"1449",1449,1,NA,1,27,1,11,1434,1,1143,2,2,1,8,5,1,423,6,3,1,104,4,1,1,11,2
"1450",1450,0,NA,1,27,1,14,1481,1,1247,2,1,3,1,18,2,99,6,5,1,1,1,1,1,18,2
"1451",1451,0,NA,1,14,4,15,182,1,81,2,1,2,3,60,1,853,2,3,1,1,1,1,2,8,1
"1452",1452,1,NA,1,26,1,13,1141,1,1,1,1,1,8,30,2,522,3,5,1,661,3,1,1,10,2
"1453",1453,1,NA,1,23,2,11,242,2,12,1,1,2,5,40,2,471,9,1,1,1,1,1,1,2,2
"1454",1454,0,NA,1,28,1,12,1732,1,1328,2,2,1,7,28,1,1095,9,2,2,1,1,1,1,2,2
"1455",1455,0,NA,1,35,1,10,1037,1,1,1,2,1,7,6,2,612,3,1,2,1,1,1,1,10,2
"1456",1456,0,NA,1,29,1,9,1322,1,1,1,2,3,1,1,1,1328,10,2,2,1,1,1,1,14,2
"1457",1457,1,NA,2,26,3,12,544,2,385,1,2,2,2,15,1,305,5,3,1,72,3,1,1,8,2
"1458",1458,0,NA,1,28,3,18,1019,1,441,2,1,3,7,10,2,1186,6,4,1,1,1,1,2,17,2
"1459",1459,0,NA,3,26,5,1,1,1,88,2,1,2,5,35,2,583,5,5,1,1,1,1,3,2,1
"1460",1460,0,NA,1,41,1,1,1,1,156,2,1,1,5,70,2,186,3,4,1,1,1,1,1,11,1
"1461",1461,0,NA,1,13,1,13,903,1,285,2,1,1,3,14,2,537,3,1,1,1,1,1,2,13,1
"1462",1462,0,NA,1,24,1,12,1530,1,1197,2,2,3,8,29,1,1110,5,2,2,1,1,1,1,10,2
"1463",1463,0,NA,1,41,1,12,264,1,386,2,2,2,5,37,2,839,5,6,2,1,1,1,2,2,1
"1464",1464,1,NA,1,37,1,14,784,1,1,1,1,1,7,46,2,270,1,5,1,1,1,2,2,7,2
"1465",1465,1,NA,1,22,1,11,1566,1,1,1,2,1,2,21,1,1,12,1,1,1,1,1,3,9,2
"1466",1466,1,NA,1,31,1,15,812,1,467,2,1,1,8,1,2,1070,1,4,1,801,4,2,6,6,2
"1467",1467,0,NA,1,28,3,9,1460,1,1178,2,1,1,2,54,1,715,8,5,1,1,1,1,2,2,1
"1468",1468,0,NA,1,31,1,13,1635,1,1172,1,2,3,6,19,2,1147,1,1,1,1,1,1,1,12,2
"1469",1469,1,NA,1,35,1,13,1590,1,1257,2,2,3,1,25,1,849,10,6,1,416,4,1,2,14,2
"1470",1470,1,NA,1,25,2,16,208,1,217,2,1,2,3,26,2,353,3,5,1,457,2,1,5,2,2
"1471",1471,0,NA,1,22,3,16,856,1,479,2,2,2,8,1,2,655,5,1,2,325,5,1,6,2,2
"1472",1472,1,NA,1,40,1,14,1586,1,1245,2,1,4,4,36,2,549,9,5,1,1,1,2,1,14,2
"1473",1473,0,NA,1,44,1,12,1188,1,1060,2,2,4,7,2,2,747,1,4,2,1,1,1,1,15,2
"1474",1474,1,NA,1,34,1,13,1482,1,1131,2,1,4,4,54,2,135,1,5,1,564,5,1,1,17,2
"1475",1475,1,NA,1,32,1,10,88,1,1,1,1,2,9,28,2,691,4,5,1,1,1,1,1,6,2
"1476",1476,0,NA,1,29,1,9,1156,1,944,2,1,3,6,39,2,1162,3,1,1,1,1,1,2,17,1
"1477",1477,1,NA,2,22,4,17,369,1,212,2,1,2,2,46,2,222,3,5,1,355,3,1,2,10,2
"1478",1478,0,NA,1,29,1,14,960,1,638,2,2,1,8,19,1,1344,1,2,2,466,3,1,1,17,2
"1479",1479,1,NA,1,54,1,7,992,1,1,1,2,1,7,29,2,647,1,1,2,1,1,1,6,9,2
"1480",1480,0,NA,1,28,1,9,1691,1,1,1,1,3,7,35,2,1142,1,1,1,1,1,1,1,20,2
"1481",1481,1,NA,1,16,2,12,124,1,133,2,1,2,8,30,2,115,5,5,1,53,4,1,4,6,2
"1482",1482,0,NA,1,35,1,14,625,1,629,2,2,3,8,43,2,680,3,1,1,1,1,1,1,16,1
"1483",1483,1,NA,1,33,1,7,613,1,634,2,1,2,8,28,2,1,1,4,1,610,4,1,2,11,2
"1484",1484,1,NA,1,29,1,13,1003,1,803,2,1,2,8,19,2,1151,3,5,1,1,1,2,1,2,2
"1485",1485,1,NA,1,24,3,13,85,1,71,2,1,2,3,37,2,704,3,5,1,531,3,1,5,2,2
"1486",1486,1,NA,1,23,1,9,940,1,1,1,1,3,1,26,1,1188,3,3,1,1,1,1,2,18,2
"1487",1487,0,NA,1,17,2,14,99,2,1,1,1,2,3,33,2,107,1,5,1,1,1,1,2,2,1
"1488",1488,1,NA,1,28,1,13,543,1,289,2,1,2,8,47,2,184,5,4,1,1,1,1,1,2,2
"1489",1489,1,NA,1,8,2,12,272,2,1,1,2,2,3,43,2,182,6,3,2,26,3,1,5,8,2
"1490",1490,1,NA,2,23,3,10,1062,1,800,2,1,1,2,40,1,894,13,1,1,1,1,1,2,13,2
"1491",1491,1,NA,1,20,2,9,1308,1,994,2,2,4,7,27,2,623,1,1,2,767,4,2,3,2,2
"1492",1492,1,NA,1,11,1,1,1,1,1,1,1,1,5,45,2,50,5,5,1,833,3,2,7,11,2
"1493",1493,0,NA,1,40,1,10,780,1,724,2,1,3,6,20,2,808,3,5,1,1,1,1,1,20,2
"1494",1494,0,NA,1,16,2,13,109,1,199,2,2,2,3,56,2,107,6,3,2,1,1,1,1,2,1
"1495",1495,1,NA,1,27,4,1,1,1,41,2,1,2,5,39,2,431,5,4,1,464,3,1,11,2,2
"1496",1496,1,NA,1,21,3,10,1597,2,1,1,2,1,2,28,1,1143,8,2,1,1,1,1,1,12,2
"1497",1497,1,NA,1,25,1,13,1282,1,1101,1,2,3,7,2,1,1160,3,2,2,729,2,1,3,11,2
"1498",1498,0,NA,1,30,1,14,1213,1,848,2,2,3,1,43,1,114,7,3,2,1,1,1,2,16,1
"1499",1499,0,NA,1,42,1,10,309,1,372,1,2,1,8,56,2,1134,5,1,2,1,1,1,4,11,1
"1500",1500,0,NA,1,17,4,15,1675,1,1313,2,1,1,3,20,2,1259,3,1,1,1,1,1,1,11,2
"1501",1501,0,NA,1,18,1,13,652,1,686,1,2,1,8,51,2,1,5,1,2,1,1,1,1,16,1
"1502",1502,1,NA,1,35,1,14,653,1,703,2,1,2,3,19,2,394,1,5,1,465,3,1,6,2,2
"1503",1503,1,NA,1,42,1,15,1185,1,807,1,2,1,8,9,2,766,1,6,1,1,1,2,1,7,2
"1504",1504,1,NA,2,25,5,1,1,2,75,1,1,2,9,47,1,272,15,5,1,441,3,1,1,2,2
"1505",1505,0,NA,1,31,1,12,348,1,328,2,1,2,2,29,2,1225,6,3,1,780,3,1,1,7,2
"1506",1506,1,NA,1,31,1,1,1,1,1,1,1,2,5,1,2,337,3,5,1,1,1,1,3,2,2
"1507",1507,1,NA,4,28,4,7,395,1,55,2,1,2,3,29,2,429,1,5,1,290,3,1,2,2,2
"1508",1508,1,NA,1,20,1,13,1222,1,760,2,1,2,2,25,1,517,5,5,1,1,1,1,1,7,2
"1509",1509,1,NA,1,34,1,9,1166,1,817,1,2,3,1,48,1,1414,6,2,1,400,3,1,1,19,2
"1510",1510,0,NA,1,27,3,12,754,2,1,1,2,2,3,58,2,1026,1,6,2,625,5,1,2,7,1
"1511",1511,0,NA,1,31,1,13,368,1,401,2,2,2,3,56,2,277,5,3,2,1,1,1,1,2,1
"1512",1512,0,NA,1,38,1,16,968,1,471,2,2,1,8,17,1,1058,3,2,2,1,1,1,1,2,2
"1513",1513,0,NA,1,21,3,13,69,2,1,1,1,2,9,32,2,1037,6,5,1,1,1,1,1,2,1
"1514",1514,1,NA,1,29,1,12,1128,1,946,1,2,3,8,49,1,1318,7,2,2,1,1,1,1,16,2
"1515",1515,1,NA,1,27,1,8,1312,1,1,1,2,1,8,36,1,1326,2,2,2,602,2,1,1,10,2
"1516",1516,1,NA,1,33,1,9,1387,1,1094,2,2,2,2,56,1,1214,6,2,2,414,3,1,4,2,2
"1517",1517,0,NA,1,37,1,13,166,1,1,1,2,2,3,29,2,239,6,1,2,1,1,1,1,6,1
"1518",1518,1,NA,1,19,4,1,1,1,1,2,2,1,9,26,2,70,1,3,2,1,1,2,1,8,2
"1519",1519,1,NA,1,22,1,17,1390,1,1098,2,2,1,8,29,2,74,8,3,2,330,4,1,8,7,2
"1520",1520,0,NA,1,20,2,13,198,2,76,1,2,2,3,15,2,159,8,3,1,1,1,1,2,2,1
"1521",1521,1,NA,1,24,2,1,1,1,1,2,1,1,5,15,2,247,10,5,1,451,3,1,8,15,2
"1522",1522,0,NA,1,31,1,12,989,1,909,1,2,3,7,33,2,621,1,1,2,1,1,1,1,18,2
"1523",1523,0,NA,1,38,1,13,1212,1,954,1,2,3,6,24,2,628,3,1,1,1,1,1,3,12,2
"1524",1524,1,NA,1,19,1,12,21,1,1,1,1,2,5,31,2,581,5,5,1,1,1,1,1,2,2
"1525",1525,0,NA,1,25,1,15,1363,1,1095,2,1,1,8,29,2,92,10,5,1,1,1,1,3,12,1
"1526",1526,1,NA,1,16,3,13,957,1,741,2,1,1,8,39,2,385,1,4,1,139,3,1,4,13,2
"1527",1527,1,NA,1,33,1,12,1375,1,1054,1,1,3,7,26,2,135,1,4,1,491,3,1,1,20,2
"1528",1528,1,NA,1,37,1,10,411,1,1,1,1,1,7,46,2,883,1,4,1,175,3,1,8,14,2
"1529",1529,1,NA,2,20,4,14,1330,1,995,2,2,3,1,48,1,794,3,6,2,722,3,2,1,15,2
"1530",1530,1,NA,1,27,4,15,833,1,733,2,1,2,2,39,1,408,1,4,1,291,3,1,4,9,2
"1531",1531,1,NA,1,21,1,16,130,1,159,1,1,3,1,22,1,1266,9,3,1,1,1,2,2,14,2
"1532",1532,1,NA,1,37,1,13,822,1,1,1,2,2,8,51,1,978,5,6,2,1,1,1,1,2,2
"1533",1533,0,NA,1,30,1,15,345,1,462,2,1,2,2,18,2,48,3,4,1,1,1,1,1,2,1
"1534",1534,0,NA,1,17,2,13,1560,1,1001,2,2,3,8,13,2,522,6,1,2,1,1,1,1,19,2
"1535",1535,1,NA,1,28,3,11,404,1,192,2,1,2,3,35,2,267,5,5,1,201,3,1,4,2,2
"1536",1536,1,NA,1,17,3,1,1,1,1,2,1,2,9,22,2,66,6,5,1,1,1,1,3,2,2
"1537",1537,0,NA,1,33,1,6,361,1,570,2,1,1,5,36,2,976,5,5,1,1,1,1,2,12,2
"1538",1538,1,NA,1,21,4,10,696,1,692,2,1,1,2,26,1,1314,6,3,1,803,3,2,3,11,2
"1539",1539,1,NA,1,26,5,1,1,2,1,1,1,1,9,40,1,588,5,5,1,168,2,1,2,8,2
"1540",1540,1,NA,1,29,1,13,560,1,1,1,1,2,2,29,1,608,16,4,1,667,4,1,8,2,2
"1541",1541,0,NA,1,29,1,12,1585,1,1203,2,2,3,7,28,2,775,6,1,1,1,1,2,1,2,2
"1542",1542,1,NA,2,28,2,15,767,1,608,2,1,3,6,48,2,390,3,5,1,1,1,1,1,25,2
"1543",1543,0,NA,1,21,1,11,1602,1,1,1,1,4,4,1,2,573,9,5,1,1,1,1,2,20,2
"1544",1544,1,NA,2,28,4,13,1246,1,818,2,1,1,8,44,2,1291,7,4,1,653,2,2,4,10,2
"1545",1545,1,NA,1,22,3,1,1,2,1,1,2,2,9,28,2,80,2,3,2,1,1,1,4,2,2
"1546",1546,1,NA,1,31,1,8,1103,1,1,1,1,1,8,42,2,538,3,1,1,1,1,1,5,12,2
"1547",1547,0,NA,1,33,1,14,1431,1,1106,2,2,3,6,33,2,1369,9,1,2,1,1,2,1,18,2
"1548",1548,1,NA,1,23,1,12,442,1,1,1,1,2,3,42,2,686,1,1,1,1,1,1,1,2,2
"1549",1549,0,NA,1,29,1,11,1529,1,1255,2,1,3,6,19,2,1,5,5,1,1,1,1,1,18,2
"1550",1550,0,NA,1,22,1,13,1532,1,1,1,1,3,6,10,2,391,9,5,1,1,1,1,1,2,2
"1551",1551,1,NA,1,31,1,14,1187,1,676,2,2,2,2,51,1,792,9,6,1,1,1,1,1,2,2
"1552",1552,1,NA,1,40,1,13,773,1,808,2,2,3,7,66,1,824,10,6,2,1,1,1,1,11,2
"1553",1553,1,NA,1,14,1,8,435,1,1,1,1,3,1,25,2,930,14,1,1,150,4,1,1,16,2
"1554",1554,1,NA,1,34,1,14,189,1,1,1,1,2,3,52,2,135,9,5,1,25,2,1,6,2,2
"1555",1555,1,NA,1,36,1,14,742,1,1,1,2,2,3,32,2,494,6,1,2,1,1,1,4,11,2
"1556",1556,0,NA,2,30,1,7,1220,1,885,2,1,1,7,16,1,864,3,1,1,1,1,1,1,16,2
"1557",1557,1,NA,1,43,1,16,1286,1,1123,2,2,3,1,9,1,1218,6,2,2,735,3,1,5,2,2
"1558",1558,0,NA,1,32,1,12,1745,1,1375,2,1,1,8,13,2,1338,6,5,1,1,1,1,1,9,2
"1559",1559,1,NA,1,19,1,1,1,1,2,1,1,2,9,1,2,472,9,5,1,529,4,1,5,2,2
"1560",1560,1,NA,1,28,1,16,1033,1,984,2,1,4,4,37,2,428,2,4,1,802,2,2,1,16,2
"1561",1561,1,NA,1,31,1,12,1026,1,964,1,1,1,7,26,2,527,12,5,1,525,3,1,6,10,2
"1562",1562,1,NA,1,29,1,6,1664,1,1,1,2,4,1,21,1,1232,1,2,1,706,3,2,4,9,2
"1563",1563,1,NA,1,31,1,1,1,1,1,1,2,2,9,50,1,246,3,3,1,38,3,1,7,10,1
"1564",1564,1,NA,1,10,4,1,1,1,1,2,1,1,9,13,1,1032,1,3,1,1,1,1,6,15,2
"1565",1565,1,NA,2,41,3,15,529,2,1,1,2,2,2,30,1,903,2,6,2,1,1,1,5,11,2
"1566",1566,1,NA,1,18,5,15,1754,1,1359,2,1,4,4,48,2,1105,6,5,1,1,1,2,4,19,2
"1567",1567,0,NA,1,31,1,14,690,1,794,2,2,1,8,22,2,229,1,3,1,1,1,1,1,14,2
"1568",1568,1,NA,1,33,1,14,627,1,599,2,1,2,3,12,2,1137,5,5,1,262,4,1,1,2,2
"1569",1569,1,NA,1,27,3,14,897,1,740,2,2,2,7,19,1,1165,9,2,1,343,3,1,6,2,2
"1570",1570,1,NA,1,39,2,1,1,1,180,2,1,2,5,39,2,162,6,5,1,151,3,1,3,6,2
"1571",1571,1,NA,2,23,2,7,291,2,1,1,1,2,3,32,2,324,10,5,1,1,1,1,1,2,2
"1572",1572,0,NA,1,29,1,13,1127,1,1,1,1,2,2,60,1,1394,5,6,1,1,1,1,1,2,1
"1573",1573,0,NA,1,28,1,7,1324,1,952,2,2,1,2,22,1,525,2,1,2,1,1,1,6,6,1
"1574",1574,1,NA,1,36,1,1,1,1,1,2,2,2,9,38,1,984,5,1,1,285,4,1,3,6,2
"1575",1575,0,NA,1,36,1,15,1497,1,1221,2,2,3,6,23,2,591,9,1,1,1,1,1,3,15,2
"1576",1576,1,NA,1,30,1,16,474,1,326,2,1,2,2,49,1,308,3,1,1,341,2,1,4,9,2
"1577",1577,1,NA,1,27,3,18,290,1,229,2,2,2,2,1,1,1228,3,2,2,1,1,1,5,7,2
"1578",1578,0,NA,2,26,2,15,1563,2,1,1,1,2,2,13,1,1283,16,3,1,1,1,1,1,8,1
"1579",1579,0,NA,1,42,1,12,603,1,837,2,1,1,8,17,2,570,3,5,1,1,1,1,2,11,2
"1580",1580,1,NA,1,35,1,9,1751,1,1,1,2,4,1,36,1,1368,2,2,2,1,1,1,2,13,2
"1581",1581,1,NA,1,36,1,13,354,1,321,1,2,2,3,15,2,983,3,6,1,453,2,1,1,7,2
"1582",1582,0,NA,1,40,1,14,1002,1,827,2,2,3,1,58,1,199,12,3,2,1,1,1,1,12,1
"1583",1583,1,NA,1,32,1,14,413,1,254,1,1,2,8,21,2,625,7,5,1,1,1,1,1,2,2
"1584",1584,0,NA,1,35,1,12,1601,1,1282,2,2,1,7,31,1,1382,1,2,2,1,1,1,1,13,2
"1585",1585,0,NA,1,37,1,14,1622,1,1301,1,2,3,6,37,2,235,5,1,2,1,1,1,1,17,2
"1586",1586,0,NA,1,35,1,10,1112,1,856,2,2,1,2,31,1,1185,1,1,1,1,1,2,3,11,1
"1587",1587,0,NA,1,37,1,13,1794,1,1391,1,1,4,7,17,2,1310,3,1,1,1,1,1,5,19,2
"1588",1588,1,NA,1,21,1,9,1280,1,890,2,1,1,3,6,2,707,1,5,1,696,3,2,4,18,2
"1589",1589,0,NA,1,33,1,13,881,1,849,2,2,1,7,28,2,1150,9,1,1,1,1,1,1,10,2
"1590",1590,1,NA,1,29,1,13,149,1,206,2,2,2,9,59,1,789,5,6,2,1,1,1,1,2,2
"1591",1591,1,NA,1,18,1,11,676,1,498,2,2,1,3,17,1,126,5,3,2,11,4,1,2,13,2
"1592",1592,1,NA,1,18,3,13,997,2,1,1,2,2,2,29,1,66,9,3,2,140,2,1,8,8,2
"1593",1593,0,NA,1,26,1,13,929,1,1,1,1,4,7,38,2,550,12,1,1,709,4,1,1,16,2
"1594",1594,0,NA,1,31,1,7,198,1,1,2,2,2,5,34,2,1226,1,1,2,1,1,1,2,2,2
"1595",1595,0,NA,1,28,1,11,735,1,1,1,2,2,2,38,1,374,6,3,2,1,1,1,2,10,1
"1596",1596,0,NA,1,31,1,15,916,1,933,2,2,3,6,43,2,710,1,1,2,318,4,1,1,16,2
"1597",1597,1,NA,1,27,3,16,1726,2,1,1,2,3,1,20,1,64,9,3,2,1,1,1,1,17,2
"1598",1598,1,NA,1,26,1,12,1412,1,1332,2,2,4,7,12,1,94,5,3,1,783,4,1,9,17,2
"1599",1599,1,NA,1,37,1,10,1695,1,1321,1,1,3,8,17,1,1114,7,3,1,646,2,1,1,10,2
"1600",1600,1,NA,1,33,1,1,1,1,140,1,1,3,5,13,2,741,1,3,1,1,1,2,1,16,2
"1601",1601,1,NA,1,27,1,13,782,1,640,2,1,2,2,79,2,818,5,4,1,14,2,1,4,13,2
"1602",1602,1,NA,1,11,2,14,1288,2,1,1,2,1,8,14,2,499,3,1,2,672,4,1,4,9,2
"1603",1603,1,NA,1,24,1,12,8,1,275,2,1,2,5,36,2,588,6,5,1,215,4,1,1,10,2
"1604",1604,1,NA,1,29,1,1,1,1,23,1,1,1,5,31,2,469,5,5,1,49,3,1,8,9,2
"1605",1605,1,NA,1,29,1,11,599,1,364,2,2,2,3,25,2,488,1,1,2,576,2,1,4,2,2
"1606",1606,1,NA,1,27,2,13,798,2,1,1,2,2,8,32,1,1205,1,2,2,1,1,2,3,9,2
"1607",1607,0,NA,1,33,1,1,1,1,121,2,1,3,5,21,2,129,1,1,1,1,1,1,1,9,1
"1608",1608,0,NA,1,34,1,12,1044,1,1012,2,2,3,6,22,2,531,3,1,2,1,1,1,1,2,2
"1609",1609,1,NA,1,14,2,13,1215,2,1,1,1,4,7,11,1,1161,12,3,1,1,1,1,2,9,2
"1610",1610,1,NA,1,28,3,13,797,2,708,1,2,1,3,64,1,399,1,3,2,681,2,2,1,14,2
"1611",1611,1,NA,1,17,3,1,1,1,1,2,1,2,9,35,2,688,1,5,1,304,2,1,1,2,2
"1612",1612,1,NA,1,25,1,12,971,1,1,1,2,1,7,23,2,732,5,6,1,1,1,1,3,9,2
"1613",1613,1,NA,1,35,1,17,1660,1,1318,2,2,1,7,14,1,925,9,6,1,761,4,1,5,14,2
"1614",1614,1,NA,1,17,4,9,340,1,61,2,1,2,2,13,1,1153,1,3,1,1,1,1,6,8,2
"1615",1615,1,NA,1,36,1,7,1070,1,953,2,2,2,2,26,1,1048,1,2,2,1,1,1,3,2,2
"1616",1616,1,NA,1,20,1,11,237,1,1,1,2,2,3,31,2,317,9,3,1,811,4,2,3,2,2
"1617",1617,0,NA,3,28,4,1,1,1,30,2,1,2,5,32,2,1,1,5,1,1,1,1,3,2,1
"1618",1618,1,NA,1,24,1,11,756,1,960,1,2,2,2,31,1,355,5,3,2,137,2,1,4,10,2
"1619",1619,1,NA,1,49,1,14,1107,1,1021,2,1,4,5,80,2,905,5,4,1,1,1,1,1,14,2
"1620",1620,1,NA,1,35,1,14,653,1,446,2,1,2,3,19,2,509,1,5,1,648,4,1,2,2,2
"1621",1621,1,NA,1,23,1,1,1,1,1,2,2,2,9,41,1,132,10,3,1,47,3,1,5,8,2
"1622",1622,0,NA,1,34,1,1,1,1,77,2,1,2,5,34,2,240,9,5,1,1,1,1,5,2,1
"1623",1623,1,NA,1,2,4,12,43,2,1,1,1,2,9,24,1,648,13,5,1,1,1,1,5,11,2
"1624",1624,1,NA,1,19,1,10,1230,1,1,1,1,4,4,47,2,515,5,5,1,773,2,1,2,25,2
"1625",1625,0,NA,1,11,2,11,299,1,109,2,2,2,3,22,2,198,3,1,2,393,2,1,2,9,2
"1626",1626,1,NA,1,29,1,7,1541,1,1,1,2,3,7,32,1,1116,1,2,2,66,2,1,1,15,2
"1627",1627,1,NA,1,36,1,1,1,1,24,2,1,2,5,2,2,145,1,4,1,1,1,1,2,2,2
"1628",1628,0,NA,1,27,1,8,1074,1,675,2,1,2,2,12,1,501,1,4,1,1,1,1,1,2,1
"1629",1629,0,NA,1,25,1,13,1300,1,1040,2,1,3,6,37,2,1270,6,3,1,80,4,1,3,16,2
"1630",1630,1,NA,1,18,3,13,398,2,1,1,2,2,3,44,2,55,5,3,2,530,3,1,10,2,2
"1631",1631,0,NA,2,23,3,8,777,1,540,2,2,2,2,28,1,359,5,3,1,1,1,1,6,2,1
"1632",1632,1,NA,1,30,1,13,359,1,1,1,1,2,3,54,2,264,1,4,1,590,2,1,4,10,2
"1633",1633,0,NA,1,36,1,11,634,1,1,1,1,2,5,74,2,145,1,5,1,1,1,1,1,8,1
"1634",1634,1,NA,1,35,1,8,1041,1,735,1,2,3,8,29,1,140,10,3,2,533,3,1,4,20,2
"1635",1635,1,NA,1,22,1,14,425,1,338,2,1,3,6,15,2,237,3,1,1,1,1,2,1,16,2
"1636",1636,0,NA,1,33,1,11,110,1,1,2,2,2,9,26,2,17,3,1,2,473,4,1,1,2,2
"1637",1637,1,NA,1,31,1,14,573,1,1,1,1,3,6,31,2,418,2,5,1,198,4,1,5,2,2
"1638",1638,1,NA,2,28,3,15,720,1,456,2,1,2,8,18,2,367,9,5,1,1,1,1,3,2,2
"1639",1639,1,NA,1,39,1,14,1076,1,967,1,1,1,8,3,2,585,6,5,1,1,1,2,1,15,2
"1640",1640,1,NA,1,30,1,1,1,1,1,1,1,3,5,9,2,955,1,5,1,1,1,1,2,16,2
"1641",1641,0,NA,1,36,1,8,1419,1,1114,2,2,3,7,21,2,958,5,6,2,1,1,1,4,10,2
"1642",1642,1,NA,1,31,1,8,868,1,821,1,1,1,8,27,2,118,1,5,1,1,1,1,2,9,2
"1643",1643,1,NA,1,40,1,14,1576,1,1245,2,2,4,1,20,1,180,5,3,1,1,1,1,3,17,2
"1644",1644,1,NA,1,28,1,6,886,1,798,2,2,2,2,1,1,987,8,6,2,1,1,1,1,9,2
"1645",1645,1,NA,1,28,1,16,138,1,183,2,1,2,3,36,2,347,3,5,1,1,1,1,3,2,2
"1646",1646,0,NA,1,22,4,17,643,1,606,2,2,2,3,18,2,540,1,1,2,1,1,1,1,9,1
"1647",1647,1,NA,3,44,4,15,1508,2,1,1,2,4,4,30,2,1392,5,5,2,1,1,1,1,13,2
"1648",1648,0,NA,1,26,2,16,1242,1,968,2,2,3,6,23,2,568,3,1,1,320,4,1,6,22,2
"1649",1649,0,NA,1,33,1,7,1730,1,1299,2,1,3,6,25,2,1029,12,3,1,1,1,1,1,15,2
"1650",1650,1,NA,1,16,4,10,1398,1,1045,2,1,2,2,46,1,62,3,4,1,1,1,1,4,12,2
"1651",1651,1,NA,1,22,1,14,1315,1,869,2,2,1,2,2,1,346,1,3,2,1,1,1,1,10,2
"1652",1652,0,NA,1,30,1,15,1436,1,1138,2,2,2,2,26,2,705,1,1,1,1,1,1,1,4,1
"1653",1653,1,NA,1,35,1,11,1662,1,1263,2,2,4,5,1,2,380,1,4,1,92,2,1,6,2,2
"1654",1654,0,NA,1,34,1,15,1363,1,1167,2,2,3,7,46,2,678,12,1,2,1,1,1,3,10,2
"1655",1655,1,NA,1,13,4,16,230,2,1,1,2,2,2,29,2,357,5,3,2,810,2,1,6,2,2
"1656",1656,1,NA,1,44,1,14,921,1,1097,2,2,2,2,44,1,1117,1,2,2,1,1,1,3,2,2
"1657",1657,0,NA,1,24,2,10,1609,1,1155,2,2,1,8,34,2,998,8,1,2,1,1,1,1,9,1
"1658",1658,0,NA,1,43,2,16,1108,1,1009,2,2,3,6,18,2,614,1,1,2,1,1,1,1,14,2
"1659",1659,1,NA,1,33,1,8,654,1,344,2,1,1,5,52,2,329,6,5,1,1,1,1,2,12,2
"1660",1660,0,NA,1,33,1,11,161,1,74,2,1,2,3,19,2,642,9,1,1,1,1,1,1,2,2
"1661",1661,1,NA,1,21,1,11,279,1,1,1,1,2,3,8,2,158,1,4,1,549,3,1,1,2,2
"1662",1662,1,NA,1,18,1,14,1001,1,1,1,2,2,7,32,1,901,1,6,2,552,2,1,11,2,2
"1663",1663,1,NA,2,21,4,14,357,2,146,1,2,1,3,29,2,51,9,1,1,751,4,2,1,9,2
"1664",1664,1,NA,3,23,3,12,1028,2,1,1,2,2,2,23,2,543,5,1,1,547,5,1,4,2,2
"1665",1665,1,NA,3,19,5,12,533,2,1,1,1,1,3,34,2,991,1,5,1,702,2,2,8,10,2
"1666",1666,0,NA,1,29,1,12,1558,1,1134,2,2,2,2,47,1,1398,8,2,2,1,1,1,1,9,1
"1667",1667,1,NA,1,35,1,14,1002,1,793,2,2,3,1,64,1,306,1,3,1,657,2,1,1,16,2
"1668",1668,1,NA,1,27,1,13,1082,1,1,1,1,1,8,42,2,532,3,5,1,1,1,1,2,6,2
"1669",1669,1,NA,1,20,1,9,334,1,463,1,1,2,2,29,1,340,1,5,1,749,2,2,6,2,2
"1670",1670,1,NA,1,35,1,14,1098,1,1,1,1,3,7,31,2,236,2,5,1,1,1,1,1,14,2
"1671",1671,1,NA,1,33,1,14,44,1,1,1,1,2,9,25,1,365,10,5,1,216,4,1,3,8,2
